DestinationID,Name,State,Type,Popularity,BestTimeToVisit,HotelName,HotelPricePerNight
267,Goa Beaches,Goa,Beach,8.813848708103913,Nov-Mar,Ocean View Goa Hotel,2647
268,Jaipur City,Rajasthan,City,8.015626863328043,Oct-Mar,Jaipur Grand Hotel,2141
269,Kerala Backwaters,Kerala,Nature,7.588087849193326,Sep-Mar,Coconut Grove Hotel,4723
270,Leh Ladakh,Jammu and Kashmir,Adventure,8.434929744953086,Apr-Jun,Himalayan View Resort,3586
271,Taj Mahal,Uttar Pradesh,Historical,9.23228996203718,Nov-Feb,Taj Heritage Hotel,3224
272,Goa Beaches,Goa,Beach,7.935193696560209,Nov-Mar,Palm Paradise Resort,3883
273,Jaipur City,Rajasthan,City,9.324373462793442,Oct-Mar,Royal Rajasthan Palace,4408
274,Kerala Backwaters,Kerala,Nature,7.777024607207728,Sep-Mar,Coconut Grove Hotel,2526
275,Leh Ladakh,Jammu and Kashmir,Adventure,8.388578037562013,Apr-Jun,Himalayan View Resort,4292
276,Taj Mahal,Uttar Pradesh,Historical,7.591070676890291,Nov-Feb,Taj Heritage Hotel,3259
277,Goa Beaches,Goa,Beach,8.694303252963497,Nov-Mar,Ocean View Goa Hotel,5712
278,Jaipur City,Rajasthan,City,9.120385789350228,Oct-Mar,Jaipur Grand Hotel,2789
279,Kerala Backwaters,Kerala,Nature,7.841206949727761,Sep-Mar,Kerala Backwater Resort,4462
280,Leh Ladakh,Jammu and Kashmir,Adventure,7.639341731351649,Apr-Jun,Himalayan View Resort,4982
281,Taj Mahal,Uttar Pradesh,Historical,9.43086446632471,Nov-Feb,Mughal View Resort,2451
282,Goa Beaches,Goa,Beach,8.888987617087139,Nov-Mar,Ocean View Goa Hotel,3222
283,Jaipur City,Rajasthan,City,8.219242611520933,Oct-Mar,Jaipur Grand Hotel,3879
284,Kerala Backwaters,Kerala,Nature,9.01486652208098,Sep-Mar,Coconut Grove Hotel,4917
285,Leh Ladakh,Jammu and Kashmir,Adventure,8.992391383757372,Apr-Jun,Himalayan View Resort,4832
286,Taj Mahal,Uttar Pradesh,Historical,9.362001470283614,Nov-Feb,Mughal View Resort,1928
287,Goa Beaches,Goa,Beach,9.171525350501778,Nov-Mar,Goa Beach Resort,4000
288,Jaipur City,Rajasthan,City,8.1727822883656,Oct-Mar,Pink City Heritage Hotel,2085
289,Kerala Backwaters,Kerala,Nature,7.844009444111711,Sep-Mar,Coconut Grove Hotel,5415
290,Leh Ladakh,Jammu and Kashmir,Adventure,7.934186545996741,Apr-Jun,Snow Peak Resort,5995
291,Taj Mahal,Uttar Pradesh,Historical,8.571800372009168,Nov-Feb,Agra Palace Hotel,3565
292,Goa Beaches,Goa,Beach,8.259128922273915,Nov-Mar,Goa Beach Resort,3268
293,Jaipur City,Rajasthan,City,7.534360802624437,Oct-Mar,Jaipur Grand Hotel,4437
294,Kerala Backwaters,Kerala,Nature,8.553046939554307,Sep-Mar,Kerala Backwater Resort,3594
295,Leh Ladakh,Jammu and Kashmir,Adventure,9.301807912303714,Apr-Jun,Himalayan View Resort,5746
296,Taj Mahal,Uttar Pradesh,Historical,8.01345163279451,Nov-Feb,Agra Palace Hotel,1693
297,Goa Beaches,Goa,Beach,7.633292996550987,Nov-Mar,Palm Paradise Resort,5049
298,Jaipur City,Rajasthan,City,8.804695152197962,Oct-Mar,Pink City Heritage Hotel,2787
299,Kerala Backwaters,Kerala,Nature,8.966364802325172,Sep-Mar,Coconut Grove Hotel,3336
300,Leh Ladakh,Jammu and Kashmir,Adventure,7.799198881540521,Apr-Jun,Kashmir Valley Hotel,4661
301,Taj Mahal,Uttar Pradesh,Historical,8.634308850859137,Nov-Feb,Mughal View Resort,3201
302,Goa Beaches,Goa,Beach,7.64928107708147,Nov-Mar,Goa Beach Resort,3446
303,Jaipur City,Rajasthan,City,9.356796584275807,Oct-Mar,Royal Rajasthan Palace,2630
304,Kerala Backwaters,Kerala,Nature,8.61120828898768,Sep-Mar,Kerala Backwater Resort,4120
305,Leh Ladakh,Jammu and Kashmir,Adventure,8.111872493591813,Apr-Jun,Himalayan View Resort,5835
306,Taj Mahal,Uttar Pradesh,Historical,8.4480644643696,Nov-Feb,Agra Palace Hotel,1554
307,Goa Beaches,Goa,Beach,8.41986035294417,Nov-Mar,Goa Beach Resort,3299
308,Jaipur City,Rajasthan,City,8.122052827503532,Oct-Mar,Jaipur Grand Hotel,2577
309,Kerala Backwaters,Kerala,Nature,8.122685722841448,Sep-Mar,Kerala Nature Retreat,3681
310,Leh Ladakh,Jammu and Kashmir,Adventure,7.862071974081125,Apr-Jun,Himalayan View Resort,4401
311,Taj Mahal,Uttar Pradesh,Historical,8.093952306204637,Nov-Feb,Taj Heritage Hotel,3709
312,Goa Beaches,Goa,Beach,7.923067612961262,Nov-Mar,Ocean View Goa Hotel,5951
313,Jaipur City,Rajasthan,City,8.160495549722198,Oct-Mar,Jaipur Grand Hotel,3934
314,Kerala Backwaters,Kerala,Nature,7.923207093856658,Sep-Mar,Coconut Grove Hotel,2254
315,Leh Ladakh,Jammu and Kashmir,Adventure,7.746686189763855,Apr-Jun,Snow Peak Resort,6047
316,Taj Mahal,Uttar Pradesh,Historical,8.03328074273946,Nov-Feb,Agra Palace Hotel,3323
317,Goa Beaches,Goa,Beach,8.61779577553025,Nov-Mar,Palm Paradise Resort,3701
318,Jaipur City,Rajasthan,City,7.79913244942954,Oct-Mar,Pink City Heritage Hotel,2632
319,Kerala Backwaters,Kerala,Nature,8.84963555984027,Sep-Mar,Coconut Grove Hotel,2512
320,Leh Ladakh,Jammu and Kashmir,Adventure,8.353685271308148,Apr-Jun,Kashmir Valley Hotel,5306
321,Taj Mahal,Uttar Pradesh,Historical,9.146376228258996,Nov-Feb,Taj Heritage Hotel,3358
322,Goa Beaches,Goa,Beach,7.875971584786738,Nov-Mar,Ocean View Goa Hotel,4507
323,Jaipur City,Rajasthan,City,8.130587468948864,Oct-Mar,Pink City Heritage Hotel,3806
324,Kerala Backwaters,Kerala,Nature,7.662104838922936,Sep-Mar,Kerala Nature Retreat,4690
325,Leh Ladakh,Jammu and Kashmir,Adventure,7.767402106418881,Apr-Jun,Snow Peak Resort,4290
326,Taj Mahal,Uttar Pradesh,Historical,8.206421939119537,Nov-Feb,Agra Palace Hotel,1827
327,Goa Beaches,Goa,Beach,8.382390141309063,Nov-Mar,Goa Beach Resort,5625
328,Jaipur City,Rajasthan,City,8.631489840212462,Oct-Mar,Pink City Heritage Hotel,4426
329,Kerala Backwaters,Kerala,Nature,8.214897900478032,Sep-Mar,Kerala Backwater Resort,5322
330,Leh Ladakh,Jammu and Kashmir,Adventure,7.63573528781037,Apr-Jun,Snow Peak Resort,6180
331,Taj Mahal,Uttar Pradesh,Historical,9.082935360672389,Nov-Feb,Taj Heritage Hotel,2787
332,Goa Beaches,Goa,Beach,8.942874660350423,Nov-Mar,Goa Beach Resort,5989
333,Jaipur City,Rajasthan,City,7.632343966795443,Oct-Mar,Royal Rajasthan Palace,3943
334,Kerala Backwaters,Kerala,Nature,8.710665370439624,Sep-Mar,Kerala Nature Retreat,3311
335,Leh Ladakh,Jammu and Kashmir,Adventure,9.310237104496576,Apr-Jun,Snow Peak Resort,5649
336,Taj Mahal,Uttar Pradesh,Historical,9.26879230848542,Nov-Feb,Taj Heritage Hotel,2811
337,Goa Beaches,Goa,Beach,8.576362703436722,Nov-Mar,Goa Beach Resort,5691
338,Jaipur City,Rajasthan,City,8.139654822360953,Oct-Mar,Pink City Heritage Hotel,4338
339,Kerala Backwaters,Kerala,Nature,8.568613099478302,Sep-Mar,Kerala Backwater Resort,2651
340,Leh Ladakh,Jammu and Kashmir,Adventure,9.051578730223218,Apr-Jun,Kashmir Valley Hotel,4023
341,Taj Mahal,Uttar Pradesh,Historical,8.408281456588794,Nov-Feb,Taj Heritage Hotel,1664
342,Goa Beaches,Goa,Beach,9.379923842860553,Nov-Mar,Palm Paradise Resort,2681
343,Jaipur City,Rajasthan,City,7.873481445510227,Oct-Mar,Jaipur Grand Hotel,4316
344,Kerala Backwaters,Kerala,Nature,9.162324692301334,Sep-Mar,Kerala Backwater Resort,3109
345,Leh Ladakh,Jammu and Kashmir,Adventure,9.315488065792977,Apr-Jun,Himalayan View Resort,5282
346,Taj Mahal,Uttar Pradesh,Historical,8.969950615777162,Nov-Feb,Taj Heritage Hotel,2322
347,Goa Beaches,Goa,Beach,7.920959927553192,Nov-Mar,Goa Beach Resort,3443
348,Jaipur City,Rajasthan,City,8.013552975522641,Oct-Mar,Pink City Heritage Hotel,3801
349,Kerala Backwaters,Kerala,Nature,8.18621530520951,Sep-Mar,Kerala Backwater Resort,4254
350,Leh Ladakh,Jammu and Kashmir,Adventure,7.950916521545693,Apr-Jun,Snow Peak Resort,2829
351,Taj Mahal,Uttar Pradesh,Historical,8.488999182063221,Nov-Feb,Mughal View Resort,2274
352,Goa Beaches,Goa,Beach,7.946596794608405,Nov-Mar,Goa Beach Resort,4698
353,Jaipur City,Rajasthan,City,9.29747082018926,Oct-Mar,Jaipur Grand Hotel,1946
354,Kerala Backwaters,Kerala,Nature,7.760694703272286,Sep-Mar,Kerala Backwater Resort,3114
355,Leh Ladakh,Jammu and Kashmir,Adventure,8.057546789498799,Apr-Jun,Himalayan View Resort,4071
356,Taj Mahal,Uttar Pradesh,Historical,8.606176983767309,Nov-Feb,Mughal View Resort,2808
357,Goa Beaches,Goa,Beach,8.314502184896275,Nov-Mar,Goa Beach Resort,5247
358,Jaipur City,Rajasthan,City,7.738761292909418,Oct-Mar,Jaipur Grand Hotel,1881
359,Kerala Backwaters,Kerala,Nature,7.832207353651939,Sep-Mar,Coconut Grove Hotel,2713
360,Leh Ladakh,Jammu and Kashmir,Adventure,8.117132891287836,Apr-Jun,Himalayan View Resort,4420
361,Taj Mahal,Uttar Pradesh,Historical,8.134764369094412,Nov-Feb,Agra Palace Hotel,3439
362,Goa Beaches,Goa,Beach,8.908499371844,Nov-Mar,Ocean View Goa Hotel,3245
363,Jaipur City,Rajasthan,City,8.857005319987184,Oct-Mar,Pink City Heritage Hotel,3209
364,Kerala Backwaters,Kerala,Nature,8.029543990563425,Sep-Mar,Coconut Grove Hotel,2906
365,Leh Ladakh,Jammu and Kashmir,Adventure,8.878382688353271,Apr-Jun,Snow Peak Resort,2970
366,Taj Mahal,Uttar Pradesh,Historical,9.266030293290664,Nov-Feb,Agra Palace Hotel,1895
367,Goa Beaches,Goa,Beach,8.445148546462805,Nov-Mar,Palm Paradise Resort,4055
368,Jaipur City,Rajasthan,City,8.00825181627746,Oct-Mar,Jaipur Grand Hotel,4108
369,Kerala Backwaters,Kerala,Nature,7.526677667953975,Sep-Mar,Coconut Grove Hotel,3004
370,Leh Ladakh,Jammu and Kashmir,Adventure,8.35737821975577,Apr-Jun,Snow Peak Resort,3433
371,Taj Mahal,Uttar Pradesh,Historical,8.32089647558579,Nov-Feb,Agra Palace Hotel,2779
372,Goa Beaches,Goa,Beach,7.824610910350504,Nov-Mar,Ocean View Goa Hotel,4257
373,Jaipur City,Rajasthan,City,9.276956975859664,Oct-Mar,Jaipur Grand Hotel,2704
374,Kerala Backwaters,Kerala,Nature,9.27098132194643,Sep-Mar,Coconut Grove Hotel,5497
375,Leh Ladakh,Jammu and Kashmir,Adventure,8.44823537077092,Apr-Jun,Kashmir Valley Hotel,3576
376,Taj Mahal,Uttar Pradesh,Historical,9.483879397405463,Nov-Feb,Agra Palace Hotel,3390
377,Goa Beaches,Goa,Beach,7.92228615054826,Nov-Mar,Goa Beach Resort,4023
378,Jaipur City,Rajasthan,City,9.36474701059834,Oct-Mar,Royal Rajasthan Palace,3187
379,Kerala Backwaters,Kerala,Nature,7.710901822596214,Sep-Mar,Kerala Backwater Resort,3503
380,Leh Ladakh,Jammu and Kashmir,Adventure,8.658172608842527,Apr-Jun,Snow Peak Resort,3092
381,Taj Mahal,Uttar Pradesh,Historical,9.30052503102598,Nov-Feb,Agra Palace Hotel,3606
382,Goa Beaches,Goa,Beach,8.487140997084705,Nov-Mar,Ocean View Goa Hotel,2627
383,Jaipur City,Rajasthan,City,8.70695511642636,Oct-Mar,Royal Rajasthan Palace,2535
384,Kerala Backwaters,Kerala,Nature,8.63256261554465,Sep-Mar,Coconut Grove Hotel,4968
385,Leh Ladakh,Jammu and Kashmir,Adventure,8.051203902011398,Apr-Jun,Snow Peak Resort,6453
386,Taj Mahal,Uttar Pradesh,Historical,9.46333200145262,Nov-Feb,Agra Palace Hotel,2020
387,Goa Beaches,Goa,Beach,8.763403696969464,Nov-Mar,Ocean View Goa Hotel,5099
388,Jaipur City,Rajasthan,City,9.151665484353009,Oct-Mar,Pink City Heritage Hotel,2036
389,Kerala Backwaters,Kerala,Nature,9.40914617773771,Sep-Mar,Kerala Backwater Resort,3504
390,Leh Ladakh,Jammu and Kashmir,Adventure,8.854728503825909,Apr-Jun,Himalayan View Resort,5930
391,Taj Mahal,Uttar Pradesh,Historical,8.937176476917816,Nov-Feb,Agra Palace Hotel,3281
392,Goa Beaches,Goa,Beach,8.65903274744209,Nov-Mar,Ocean View Goa Hotel,3801
393,Jaipur City,Rajasthan,City,8.429521721872453,Oct-Mar,Royal Rajasthan Palace,4341
394,Kerala Backwaters,Kerala,Nature,8.884525796968724,Sep-Mar,Kerala Backwater Resort,4251
395,Leh Ladakh,Jammu and Kashmir,Adventure,8.879069809066051,Apr-Jun,Himalayan View Resort,5213
396,Taj Mahal,Uttar Pradesh,Historical,9.113864702192004,Nov-Feb,Agra Palace Hotel,1941
397,Goa Beaches,Goa,Beach,8.739477476072606,Nov-Mar,Palm Paradise Resort,4576
398,Jaipur City,Rajasthan,City,8.33295003386784,Oct-Mar,Jaipur Grand Hotel,4457
399,Kerala Backwaters,Kerala,Nature,8.376325562448297,Sep-Mar,Kerala Nature Retreat,3004
400,Leh Ladakh,Jammu and Kashmir,Adventure,9.120122756229376,Apr-Jun,Snow Peak Resort,2574
401,Taj Mahal,Uttar Pradesh,Historical,8.033376557417458,Nov-Feb,Agra Palace Hotel,3675
402,Goa Beaches,Goa,Beach,8.050919516333472,Nov-Mar,Palm Paradise Resort,4589
403,Jaipur City,Rajasthan,City,8.578600554982318,Oct-Mar,Jaipur Grand Hotel,3179
404,Kerala Backwaters,Kerala,Nature,9.28938699420442,Sep-Mar,Kerala Nature Retreat,2240
405,Leh Ladakh,Jammu and Kashmir,Adventure,8.266309519533893,Apr-Jun,Kashmir Valley Hotel,5481
406,Taj Mahal,Uttar Pradesh,Historical,8.13824601276976,Nov-Feb,Mughal View Resort,3581
407,Goa Beaches,Goa,Beach,8.685967653034197,Nov-Mar,Goa Beach Resort,5588
408,Jaipur City,Rajasthan,City,7.789753610332566,Oct-Mar,Pink City Heritage Hotel,3500
409,Kerala Backwaters,Kerala,Nature,7.695324251011531,Sep-Mar,Kerala Nature Retreat,5424
410,Leh Ladakh,Jammu and Kashmir,Adventure,9.056239628784924,Apr-Jun,Kashmir Valley Hotel,5545
411,Taj Mahal,Uttar Pradesh,Historical,8.284126727805766,Nov-Feb,Taj Heritage Hotel,2901
412,Goa Beaches,Goa,Beach,8.056589740959444,Nov-Mar,Palm Paradise Resort,3087
413,Jaipur City,Rajasthan,City,9.164900243709798,Oct-Mar,Pink City Heritage Hotel,3422
414,Kerala Backwaters,Kerala,Nature,8.41852933200488,Sep-Mar,Coconut Grove Hotel,2541
415,Leh Ladakh,Jammu and Kashmir,Adventure,8.650437608917823,Apr-Jun,Kashmir Valley Hotel,4574
416,Taj Mahal,Uttar Pradesh,Historical,9.327014780224204,Nov-Feb,Taj Heritage Hotel,2145
417,Goa Beaches,Goa,Beach,7.799317152894507,Nov-Mar,Palm Paradise Resort,3230
418,Jaipur City,Rajasthan,City,8.571570122764205,Oct-Mar,Pink City Heritage Hotel,1967
419,Kerala Backwaters,Kerala,Nature,8.165654259803166,Sep-Mar,Kerala Nature Retreat,2809
420,Leh Ladakh,Jammu and Kashmir,Adventure,9.333012518480867,Apr-Jun,Kashmir Valley Hotel,4815
421,Taj Mahal,Uttar Pradesh,Historical,8.912423770627766,Nov-Feb,Mughal View Resort,3272
422,Goa Beaches,Goa,Beach,7.9629327439636866,Nov-Mar,Goa Beach Resort,4540
423,Jaipur City,Rajasthan,City,8.427042499188698,Oct-Mar,Royal Rajasthan Palace,2254
424,Kerala Backwaters,Kerala,Nature,8.016517304482331,Sep-Mar,Kerala Backwater Resort,5153
425,Leh Ladakh,Jammu and Kashmir,Adventure,7.677908499077882,Apr-Jun,Himalayan View Resort,4208
426,Taj Mahal,Uttar Pradesh,Historical,7.742346085788473,Nov-Feb,Mughal View Resort,2201
427,Goa Beaches,Goa,Beach,8.049399731297333,Nov-Mar,Palm Paradise Resort,5181
428,Jaipur City,Rajasthan,City,9.229663135604667,Oct-Mar,Royal Rajasthan Palace,3399
429,Kerala Backwaters,Kerala,Nature,8.186484600129791,Sep-Mar,Coconut Grove Hotel,2329
430,Leh Ladakh,Jammu and Kashmir,Adventure,7.528160810117106,Apr-Jun,Snow Peak Resort,5567
431,Taj Mahal,Uttar Pradesh,Historical,8.45973062297419,Nov-Feb,Mughal View Resort,3345
432,Goa Beaches,Goa,Beach,8.839626409332572,Nov-Mar,Ocean View Goa Hotel,3886
433,Jaipur City,Rajasthan,City,8.683728793384567,Oct-Mar,Royal Rajasthan Palace,2492
434,Kerala Backwaters,Kerala,Nature,8.707253748746416,Sep-Mar,Coconut Grove Hotel,3594
435,Leh Ladakh,Jammu and Kashmir,Adventure,8.316001911390781,Apr-Jun,Kashmir Valley Hotel,3293
436,Taj Mahal,Uttar Pradesh,Historical,7.728114076451941,Nov-Feb,Agra Palace Hotel,1528
437,Goa Beaches,Goa,Beach,7.987106149468621,Nov-Mar,Ocean View Goa Hotel,2648
438,Jaipur City,Rajasthan,City,8.465558405614521,Oct-Mar,Royal Rajasthan Palace,3119
439,Kerala Backwaters,Kerala,Nature,8.208388595361088,Sep-Mar,Kerala Nature Retreat,4258
440,Leh Ladakh,Jammu and Kashmir,Adventure,8.224548104826292,Apr-Jun,Snow Peak Resort,6083
441,Taj Mahal,Uttar Pradesh,Historical,7.865953290683349,Nov-Feb,Agra Palace Hotel,2636
442,Goa Beaches,Goa,Beach,8.459808776651839,Nov-Mar,Ocean View Goa Hotel,2686
443,Jaipur City,Rajasthan,City,9.225300608752708,Oct-Mar,Pink City Heritage Hotel,3050
444,Kerala Backwaters,Kerala,Nature,8.308543307938688,Sep-Mar,Kerala Backwater Resort,3533
445,Leh Ladakh,Jammu and Kashmir,Adventure,7.845173227424654,Apr-Jun,Kashmir Valley Hotel,2597
446,Taj Mahal,Uttar Pradesh,Historical,8.09180966649682,Nov-Feb,Taj Heritage Hotel,1554
447,Goa Beaches,Goa,Beach,8.888745118422108,Nov-Mar,Palm Paradise Resort,5170
448,Jaipur City,Rajasthan,City,8.531272858594322,Oct-Mar,Jaipur Grand Hotel,2557
449,Kerala Backwaters,Kerala,Nature,7.900632192964087,Sep-Mar,Kerala Nature Retreat,2605
450,Leh Ladakh,Jammu and Kashmir,Adventure,8.390879272653267,Apr-Jun,Himalayan View Resort,4616
451,Taj Mahal,Uttar Pradesh,Historical,7.948981237202266,Nov-Feb,Taj Heritage Hotel,2812
452,Goa Beaches,Goa,Beach,7.710238850545792,Nov-Mar,Goa Beach Resort,4285
453,Jaipur City,Rajasthan,City,8.426026820095585,Oct-Mar,Pink City Heritage Hotel,2550
454,Kerala Backwaters,Kerala,Nature,8.250765565651493,Sep-Mar,Coconut Grove Hotel,5419
455,Leh Ladakh,Jammu and Kashmir,Adventure,7.889359194048391,Apr-Jun,Himalayan View Resort,6038
456,Taj Mahal,Uttar Pradesh,Historical,7.509850241166378,Nov-Feb,Mughal View Resort,3262
457,Goa Beaches,Goa,Beach,9.348468751483985,Nov-Mar,Palm Paradise Resort,5815
458,Jaipur City,Rajasthan,City,9.04884504620765,Oct-Mar,Pink City Heritage Hotel,2164
459,Kerala Backwaters,Kerala,Nature,8.231034030468606,Sep-Mar,Coconut Grove Hotel,4226
460,Leh Ladakh,Jammu and Kashmir,Adventure,8.25449220912482,Apr-Jun,Himalayan View Resort,2981
461,Taj Mahal,Uttar Pradesh,Historical,8.54049334743632,Nov-Feb,Taj Heritage Hotel,3748
462,Goa Beaches,Goa,Beach,7.625998220803341,Nov-Mar,Goa Beach Resort,2653
463,Jaipur City,Rajasthan,City,8.981270231292,Oct-Mar,Royal Rajasthan Palace,3324
464,Kerala Backwaters,Kerala,Nature,8.555128223838274,Sep-Mar,Kerala Backwater Resort,4320
465,Leh Ladakh,Jammu and Kashmir,Adventure,7.761543597697145,Apr-Jun,Snow Peak Resort,5260
466,Taj Mahal,Uttar Pradesh,Historical,8.25089870590044,Nov-Feb,Mughal View Resort,3843
467,Goa Beaches,Goa,Beach,8.025486409324685,Nov-Mar,Goa Beach Resort,3540
468,Jaipur City,Rajasthan,City,9.47910151784028,Oct-Mar,Pink City Heritage Hotel,3464
469,Kerala Backwaters,Kerala,Nature,8.661784765251305,Sep-Mar,Kerala Backwater Resort,3440
470,Leh Ladakh,Jammu and Kashmir,Adventure,8.93195095213289,Apr-Jun,Snow Peak Resort,2560
471,Taj Mahal,Uttar Pradesh,Historical,9.431015219195524,Nov-Feb,Mughal View Resort,2438
472,Goa Beaches,Goa,Beach,9.276219098262825,Nov-Mar,Palm Paradise Resort,4139
473,Jaipur City,Rajasthan,City,8.138557734045776,Oct-Mar,Jaipur Grand Hotel,3889
474,Kerala Backwaters,Kerala,Nature,7.780303814451599,Sep-Mar,Kerala Backwater Resort,2224
475,Leh Ladakh,Jammu and Kashmir,Adventure,8.439314463538002,Apr-Jun,Kashmir Valley Hotel,3562
476,Taj Mahal,Uttar Pradesh,Historical,8.59393285581819,Nov-Feb,Taj Heritage Hotel,1630
477,Goa Beaches,Goa,Beach,9.061411819218064,Nov-Mar,Goa Beach Resort,3752
478,Jaipur City,Rajasthan,City,8.746027540435104,Oct-Mar,Pink City Heritage Hotel,1907
479,Kerala Backwaters,Kerala,Nature,8.432522163463709,Sep-Mar,Kerala Backwater Resort,2371
480,Leh Ladakh,Jammu and Kashmir,Adventure,9.183226466821637,Apr-Jun,Snow Peak Resort,3958
481,Taj Mahal,Uttar Pradesh,Historical,8.347502107586056,Nov-Feb,Taj Heritage Hotel,1601
482,Goa Beaches,Goa,Beach,7.948762856954323,Nov-Mar,Palm Paradise Resort,5413
483,Jaipur City,Rajasthan,City,9.187132541918034,Oct-Mar,Pink City Heritage Hotel,4371
484,Kerala Backwaters,Kerala,Nature,8.361380335928295,Sep-Mar,Coconut Grove Hotel,4522
485,Leh Ladakh,Jammu and Kashmir,Adventure,9.307482015375824,Apr-Jun,Himalayan View Resort,4136
486,Taj Mahal,Uttar Pradesh,Historical,9.2500304022815,Nov-Feb,Agra Palace Hotel,2540
487,Goa Beaches,Goa,Beach,8.062331360639273,Nov-Mar,Palm Paradise Resort,2829
488,Jaipur City,Rajasthan,City,8.654607164170207,Oct-Mar,Royal Rajasthan Palace,3320
489,Kerala Backwaters,Kerala,Nature,8.63372498272289,Sep-Mar,Kerala Nature Retreat,2211
490,Leh Ladakh,Jammu and Kashmir,Adventure,8.387349596378451,Apr-Jun,Himalayan View Resort,3841
491,Taj Mahal,Uttar Pradesh,Historical,8.20803233304684,Nov-Feb,Agra Palace Hotel,1715
492,Goa Beaches,Goa,Beach,8.1282869592547,Nov-Mar,Palm Paradise Resort,2838
493,Jaipur City,Rajasthan,City,8.878936494411294,Oct-Mar,Royal Rajasthan Palace,3599
494,Kerala Backwaters,Kerala,Nature,8.937812540340415,Sep-Mar,Kerala Nature Retreat,4908
495,Leh Ladakh,Jammu and Kashmir,Adventure,8.414265880762033,Apr-Jun,Kashmir Valley Hotel,5652
496,Taj Mahal,Uttar Pradesh,Historical,8.265509612154226,Nov-Feb,Agra Palace Hotel,3250
497,Goa Beaches,Goa,Beach,8.698828827904826,Nov-Mar,Palm Paradise Resort,4008
498,Jaipur City,Rajasthan,City,9.324413281531497,Oct-Mar,Royal Rajasthan Palace,4221
499,Kerala Backwaters,Kerala,Nature,9.26496476298098,Sep-Mar,Coconut Grove Hotel,5223
500,Leh Ladakh,Jammu and Kashmir,Adventure,8.940107797681996,Apr-Jun,Snow Peak Resort,3209
501,Taj Mahal,Uttar Pradesh,Historical,8.43779797890401,Nov-Feb,Agra Palace Hotel,2723
502,Goa Beaches,Goa,Beach,9.314545773276503,Nov-Mar,Palm Paradise Resort,5013
503,Jaipur City,Rajasthan,City,8.918823544059974,Oct-Mar,Jaipur Grand Hotel,2912
504,Kerala Backwaters,Kerala,Nature,7.992592263408194,Sep-Mar,Coconut Grove Hotel,3491
505,Leh Ladakh,Jammu and Kashmir,Adventure,8.07869796905618,Apr-Jun,Himalayan View Resort,6226
506,Taj Mahal,Uttar Pradesh,Historical,8.510029536153398,Nov-Feb,Taj Heritage Hotel,1988
507,Goa Beaches,Goa,Beach,8.240547501092525,Nov-Mar,Goa Beach Resort,4061
508,Jaipur City,Rajasthan,City,9.43596338151704,Oct-Mar,Jaipur Grand Hotel,1846
509,Kerala Backwaters,Kerala,Nature,9.25204552164384,Sep-Mar,Coconut Grove Hotel,2977
510,Leh Ladakh,Jammu and Kashmir,Adventure,9.380186804036049,Apr-Jun,Himalayan View Resort,3539
511,Taj Mahal,Uttar Pradesh,Historical,9.219575248565713,Nov-Feb,Mughal View Resort,2210
512,Goa Beaches,Goa,Beach,9.222486404593646,Nov-Mar,Palm Paradise Resort,2900
513,Jaipur City,Rajasthan,City,9.319083493307607,Oct-Mar,Jaipur Grand Hotel,3617
514,Kerala Backwaters,Kerala,Nature,7.980635862122308,Sep-Mar,Kerala Backwater Resort,5228
515,Leh Ladakh,Jammu and Kashmir,Adventure,9.481318666573411,Apr-Jun,Himalayan View Resort,5657
516,Taj Mahal,Uttar Pradesh,Historical,7.890656667652207,Nov-Feb,Taj Heritage Hotel,1749
517,Goa Beaches,Goa,Beach,8.715019439382655,Nov-Mar,Ocean View Goa Hotel,2890
518,Jaipur City,Rajasthan,City,8.92790148381448,Oct-Mar,Jaipur Grand Hotel,2134
519,Kerala Backwaters,Kerala,Nature,7.772507901461253,Sep-Mar,Kerala Backwater Resort,2828
520,Leh Ladakh,Jammu and Kashmir,Adventure,8.521876495404149,Apr-Jun,Snow Peak Resort,6090
521,Taj Mahal,Uttar Pradesh,Historical,9.073609022110247,Nov-Feb,Taj Heritage Hotel,1636
522,Goa Beaches,Goa,Beach,8.486706784627046,Nov-Mar,Goa Beach Resort,5430
523,Jaipur City,Rajasthan,City,8.998307150645953,Oct-Mar,Pink City Heritage Hotel,3321
524,Kerala Backwaters,Kerala,Nature,8.207456170247866,Sep-Mar,Kerala Nature Retreat,3026
525,Leh Ladakh,Jammu and Kashmir,Adventure,8.090624068994547,Apr-Jun,Himalayan View Resort,3226
526,Taj Mahal,Uttar Pradesh,Historical,8.798076955318615,Nov-Feb,Taj Heritage Hotel,3000
527,Goa Beaches,Goa,Beach,9.240920636796004,Nov-Mar,Ocean View Goa Hotel,5141
528,Jaipur City,Rajasthan,City,8.564171557585537,Oct-Mar,Pink City Heritage Hotel,2789
529,Kerala Backwaters,Kerala,Nature,7.726465986904015,Sep-Mar,Coconut Grove Hotel,4619
530,Leh Ladakh,Jammu and Kashmir,Adventure,9.135320166568894,Apr-Jun,Himalayan View Resort,3434
531,Taj Mahal,Uttar Pradesh,Historical,7.819012402589374,Nov-Feb,Mughal View Resort,1901
532,Goa Beaches,Goa,Beach,8.988127174492362,Nov-Mar,Palm Paradise Resort,3966
533,Jaipur City,Rajasthan,City,7.692409735196847,Oct-Mar,Jaipur Grand Hotel,2414
